date,time,temperature,humidity
26/01/2016,07:18:03,29.4,39.8
26/01/2016,07:19:03,29.6,39.3
26/01/2016,07:20:03,29.6,39.6
26/01/2016,07:21:03,29.6,38.9
26/01/2016,07:22:03,29.5,39.3
26/01/2016,07:23:03,29.7,38.8
26/01/2016,07:24:03,29.5,38.9
26/01/2016,07:25:03,29.8,38.9
26/01/2016,07:26:03,29.6,38.5
26/01/2016,07:27:03,29.7,38.4
26/01/2016,07:28:04,29.7,38.5
26/01/2016,07:29:03,29.7,38.5
26/01/2016,07:30:03,29.7,38.6
26/01/2016,07:31:04,29.8,38.6
26/01/2016,07:32:03,29.6,38.2
26/01/2016,07:33:03,29.7,38.1
26/01/2016,07:34:04,29.8,38.1
26/01/2016,07:35:03,29.8,38.1
26/01/2016,07:36:03,29.8,37.9
26/01/2016,07:37:04,29.7,38.2
26/01/2016,07:38:03,29.9,37.8
26/01/2016,07:39:03,29.8,37.5
26/01/2016,07:40:04,29.8,37.5
26/01/2016,07:41:03,29.9,38.1
26/01/2016,07:42:03,29.9,37.5
26/01/2016,07:43:03,29.7,37.5
26/01/2016,07:44:03,29.8,37.7
26/01/2016,07:45:03,29.9,37.8
26/01/2016,07:46:03,29.8,37.3
26/01/2016,07:47:03,29.9,37.4
26/01/2016,07:48:03,29.9,37.7
26/01/2016,07:49:03,29.9,37.7
26/01/2016,07:50:03,29.9,37.3
26/01/2016,07:51:04,29.8,37.0
26/01/2016,07:52:03,30.0,37.4
26/01/2016,07:53:03,30.0,37.3
26/01/2016,07:54:04,29.9,37.7
26/01/2016,07:55:03,29.9,37.0
26/01/2016,07:56:03,29.9,37.5
26/01/2016,07:57:04,29.9,37.4
26/01/2016,07:58:03,29.9,37.5
26/01/2016,07:59:03,30.0,37.5
26/01/2016,08:00:04,29.9,37.2
26/01/2016,08:01:03,30.0,37.0
26/01/2016,08:02:03,29.7,37.2
26/01/2016,08:03:03,30.0,37.3
26/01/2016,08:04:03,30.1,37.0
26/01/2016,08:05:03,30.0,37.0
26/01/2016,08:06:03,30.0,37.5
26/01/2016,08:07:03,30.0,37.0
26/01/2016,08:08:03,29.8,36.8
26/01/2016,08:09:03,30.0,37.3
26/01/2016,08:10:03,29.9,36.8
26/01/2016,08:11:04,30.0,36.7
26/01/2016,08:12:03,30.0,36.0
26/01/2016,08:13:03,30.0,37.0
26/01/2016,08:14:04,30.1,37.0
26/01/2016,08:15:03,30.0,37.0
26/01/2016,08:16:03,29.9,35.6
26/01/2016,08:17:04,29.9,36.9
26/01/2016,08:18:03,30.0,37.1
